region,site,date,transect,depth_m,survey_l_m,survey_w_m,species,phase,size_cm,count,a,b,size_cm_est,weight_g
St. Croix,BIRNM S. Forereef,2018-07-12,4,9.4,17,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,BIRNM S. Forereef,2018-07-12,5,9.8,16,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,BIRNM S. Forereef,2018-07-12,6,9.1,19,5,Sparisoma viride,TP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM S. Forereef,2018-07-12,7,8.5,20,5,Scarus vetula,IP,22,1,0.01445,3.03,22,168.8140426
St. Croix,BIRNM S. Forereef,2018-07-12,8,8.5,19,5,Sparisoma viride,IP,22,1,0.025067,2.9214,22,209.3418129
St. Croix,BIRNM S. Forereef,2018-07-12,9,8.8,17,5,Scarus vetula,IP,20,1,0.01445,3.03,20,126.4703539
St. Croix,BIRNM S. Forereef,2018-07-12,9,8.8,17,5,Sparisoma viride,IP,18,1,0.025067,2.9214,18,116.4810984
St. Croix,BIRNM S. Forereef,2018-07-12,10,9.8,19,5,Scarus vetula,IP,21,1,0.01445,3.03,21,146.6196945
St. Croix,BIRNM S. Forereef,2018-07-12,11,9.1,18,5,Sparisoma viride,TP,33,1,0.025067,2.9214,33,684.3668821
St. Croix,BIRNM S. Forereef,2018-07-12,11,9.1,18,5,Sparisoma viride,TP,34,1,0.025067,2.9214,34,746.7321832
St. Croix,BIRNM S. Forereef,2018-07-12,12,7.6,20,5,Sparisoma viride,TP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM S. Forereef,2018-07-12,12,7.6,20,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
St. Croix,BIRNM S. Forereef,2018-07-12,13,4.9,18,5,Sparisoma viride,IP,18,1,0.025067,2.9214,18,116.4810984
St. Croix,BIRNM S. Forereef,2018-07-12,13,4.9,18,5,Scarus vetula,IP,20,1,0.01445,3.03,20,126.4703539
St. Croix,BIRNM S. Forereef,2018-07-12,13,4.9,18,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
St. Croix,BIRNM S. Forereef,2018-07-12,13,4.9,18,5,Sparisoma viride,TP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM S. Forereef,2018-07-12,13,4.9,18,5,Sparisoma viride,TP,25,1,0.025067,2.9214,25,304.1195242
St. Croix,BIRNM S. Forereef,2018-07-12,14,6.7,19,5,Sparisoma viride,TP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM S. Forereef,2018-07-12,14,6.7,19,5,Sparisoma viride,TP,26,1,0.025067,2.9214,26,341.0401415
St. Croix,BIRNM S. Forereef,2018-07-12,14,6.7,19,5,Sparisoma viride,TP,27,1,0.025067,2.9214,27,380.7925663
St. Croix,BIRNM S. Forereef,2018-07-12,15,6.1,19,5,Sparisoma viride,TP,30,1,0.025067,2.9214,30,518.0413119
St. Croix,BIRNM S. Forereef,2018-07-12,15,6.1,19,5,Sparisoma viride,IP,20,1,0.025067,2.9214,20,158.4642832
St. Croix,BIRNM S. Forereef,2018-07-12,15,6.1,19,5,Scarus vetula,IP,20,1,0.01445,3.03,20,126.4703539
St. Croix,BIRNM S. Forereef,2018-07-12,15,6.1,19,5,Sparisoma viride,TP,27,1,0.025067,2.9214,27,380.7925663
St. Croix,BIRNM S. Forereef,2018-07-12,16,5.8,18,5,Sparisoma viride,IP,22,1,0.025067,2.9214,22,209.3418129
St. Croix,BIRNM S. Forereef,2018-07-12,16,5.8,18,5,Sparisoma viride,TP,22,1,0.025067,2.9214,22,209.3418129
St. Croix,BIRNM S. Forereef,2018-07-12,16,5.8,18,5,Sparisoma viride,TP,24,1,0.025067,2.9214,24,269.9302038
St. Croix,BIRNM S. Forereef,2018-07-12,16,5.8,18,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
St. Croix,BIRNM S. Forereef,2018-07-12,17,5.2,18,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
St. Croix,BIRNM S. Forereef,2018-07-12,17,5.2,18,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
St. Croix,BIRNM S. Forereef,2018-07-12,18,6.4,17,5,Sparisoma viride,IP,20,1,0.025067,2.9214,20,158.4642832
St. Croix,BIRNM S. Forereef,2018-07-12,18,6.4,17,5,Sparisoma viride,IP,21,1,0.025067,2.9214,21,182.7400791
St. Croix,BIRNM S. Forereef,2018-07-12,18,6.4,17,5,Sparisoma viride,IP,23,1,0.025067,2.9214,23,238.3713528
St. Croix,BIRNM S. Forereef,2018-07-12,18,6.4,17,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
St. Croix,BIRNM S. Forereef,2018-07-12,18,6.4,17,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
St. Croix,BIRNM S. Forereef,2018-07-12,19,6.1,16,5,Sparisoma viride,TP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM S. Forereef,2018-07-12,19,6.1,16,5,Sparisoma viride,TP,29,1,0.025067,2.9214,29,469.1933759
St. Croix,BIRNM S. Forereef,2018-07-12,19,6.1,16,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
St. Croix,BIRNM S. Forereef,2018-07-12,19,6.1,16,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
St. Croix,BIRNM S. Forereef,2018-07-12,19,6.1,16,5,Scarus vetula,IP,21,1,0.01445,3.03,21,146.6196945
St. Croix,BIRNM S. Forereef,2018-07-12,20,5.5,16,5,Sparisoma viride,IP,20,1,0.025067,2.9214,20,158.4642832
St. Croix,BIRNM S. Forereef,2018-07-12,20,5.5,16,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
St. Croix,BIRNM S. Forereef,2018-07-12,21,4.6,18,5,Sparisoma viride,TP,24,1,0.025067,2.9214,24,269.9302038
St. Croix,BIRNM S. Forereef,2018-07-12,21,4.6,18,5,Scarus vetula,IP,23,1,0.01445,3.03,23,193.1537705
St. Croix,BIRNM S. Forereef,2018-07-12,21,4.6,18,5,Sparisoma viride,TP,29,1,0.025067,2.9214,29,469.1933759
St. Croix,BIRNM S. Forereef,2018-07-12,21,4.6,18,5,Scarus vetula,IP,22,1,0.01445,3.03,22,168.8140426
St. Croix,BIRNM S. Forereef,2018-07-12,21,4.6,18,5,Sparisoma viride,TP,27,1,0.025067,2.9214,27,380.7925663
St. Croix,BIRNM S. Forereef,2018-07-12,21,4.6,18,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
St. Croix,BIRNM S. Forereef,2018-07-12,21,4.6,18,5,Scarus vetula,TP,30,1,0.01445,3.03,30,432.0611815
St. Croix,BIRNM S. Forereef,2018-07-12,22,4.9,19,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
St. Croix,BIRNM S. Forereef,2018-07-12,22,4.9,19,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
St. Croix,BIRNM S. Forereef,2018-07-12,22,4.9,19,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
St. Croix,BIRNM S. Forereef,2018-07-12,22,4.9,19,5,Sparisoma viride,IP,22,1,0.025067,2.9214,22,209.3418129
St. Croix,BIRNM S. Forereef,2018-07-12,22,4.9,19,5,Sparisoma viride,TP,26,1,0.025067,2.9214,26,341.0401415
St. Croix,BIRNM S. Forereef,2018-07-12,23,5.5,17,5,Sparisoma viride,TP,23,1,0.025067,2.9214,23,238.3713528
St. Croix,BIRNM S. Forereef,2018-07-12,23,5.5,17,5,Sparisoma viride,TP,22,1,0.025067,2.9214,22,209.3418129
St. Croix,BIRNM S. Forereef,2018-07-12,23,5.5,17,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,BIRNM Scuba Cut,2018-07-12,1,6.1,16,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
St. Croix,BIRNM Scuba Cut,2018-07-12,1,6.1,16,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM Scuba Cut,2018-07-12,1,6.1,16,5,Scarus vetula,TP,29,1,0.01445,3.03,29,389.8825346
St. Croix,BIRNM Scuba Cut,2018-07-12,2,6.1,19,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,BIRNM Scuba Cut,2018-07-12,3,7.3,17,5,Sparisoma viride,TP,30,1,0.025067,2.9214,30,518.0413119
St. Croix,BIRNM Scuba Cut,2018-07-12,3,7.3,17,5,Scarus taeniopterus,TP,20,1,0.144378,2.3852,20,183.1124052
St. Croix,BIRNM Scuba Cut,2018-07-12,4,6.7,17,5,Sparisoma viride,IP,29,1,0.025067,2.9214,29,469.1933759
St. Croix,BIRNM Scuba Cut,2018-07-12,4,6.7,17,5,Sparisoma viride,IP,22,1,0.025067,2.9214,22,209.3418129
St. Croix,BIRNM Scuba Cut,2018-07-12,4,6.7,17,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,BIRNM Scuba Cut,2018-07-12,5,7,18,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
St. Croix,BIRNM Scuba Cut,2018-07-12,5,7,18,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
St. Croix,BIRNM Scuba Cut,2018-07-12,6,7,17,5,Scarus vetula,IP,15,1,0.01445,3.03,15,52.89618637
St. Croix,BIRNM Scuba Cut,2018-07-12,6,7,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,BIRNM Scuba Cut,2018-07-12,7,7.3,17,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,BIRNM Scuba Cut,2018-07-12,8,8.5,16,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,BIRNM Scuba Cut,2018-07-12,8,8.5,16,5,Scarus vetula,IP,23,1,0.01445,3.03,23,193.1537705
St. Croix,BIRNM Lagoon,2018-07-12,1,2.4,20,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
St. Croix,BIRNM Lagoon,2018-07-12,1,2.4,20,5,Scarus vetula,TP,29,1,0.01445,3.03,29,389.8825346
St. Croix,BIRNM Lagoon,2018-07-12,1,2.4,20,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM Lagoon,2018-07-12,1,2.4,20,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
St. Croix,BIRNM Lagoon,2018-07-12,1,2.4,20,5,Sparisoma viride,TP,26,1,0.025067,2.9214,26,341.0401415
St. Croix,BIRNM Lagoon,2018-07-12,1,2.4,20,5,Sparisoma viride,IP,20,1,0.025067,2.9214,20,158.4642832
St. Croix,BIRNM Lagoon,2018-07-12,2,2.4,19,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
St. Croix,BIRNM Lagoon,2018-07-12,2,2.4,19,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
St. Croix,BIRNM Lagoon,2018-07-12,2,2.4,19,5,Scarus vetula,TP,30,1,0.01445,3.03,30,432.0611815
St. Croix,BIRNM Lagoon,2018-07-12,2,2.4,19,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM Lagoon,2018-07-12,2,2.4,19,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
St. Croix,BIRNM Lagoon,2018-07-12,3,1.5,17,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
St. Croix,BIRNM Lagoon,2018-07-12,3,1.5,17,5,Scarus vetula,IP,20,1,0.01445,3.03,20,126.4703539
St. Croix,BIRNM Lagoon,2018-07-12,3,1.5,17,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
St. Croix,BIRNM Lagoon,2018-07-12,3,1.5,17,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
St. Croix,BIRNM Lagoon,2018-07-12,3,1.5,17,5,Scarus vetula,IP,18,1,0.01445,3.03,18,91.90593074
St. Croix,BIRNM Lagoon,2018-07-12,4,1.5,18,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM Lagoon,2018-07-12,4,1.5,18,5,Sparisoma viride,IP,29,1,0.025067,2.9214,29,469.1933759
St. Croix,BIRNM Lagoon,2018-07-12,4,1.5,18,5,Sparisoma viride,IP,30,1,0.025067,2.9214,30,518.0413119
St. Croix,BIRNM Lagoon,2018-07-12,4,1.5,18,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
St. Croix,BIRNM Lagoon,2018-07-12,4,1.5,18,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM Lagoon,2018-07-12,4,1.5,18,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
St. Croix,BIRNM Lagoon,2018-07-12,4,1.5,18,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
St. Croix,BIRNM Lagoon,2018-07-12,4,1.5,18,5,Scarus vetula,TP,31,1,0.01445,3.03,31,477.1926869
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Scarus vetula,TP,27,1,0.01445,3.03,27,313.9786028
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Scarus vetula,TP,29,1,0.01445,3.03,29,389.8825346
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
St. Croix,BIRNM Lagoon,2018-07-12,5,1.5,16,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
St. Croix,BIRNM Lagoon,2018-07-12,6,1.5,16,5,Scarus vetula,IP,20,1,0.01445,3.03,20,126.4703539
St. Croix,BIRNM Lagoon,2018-07-12,6,1.5,16,5,Scarus vetula,IP,22,1,0.01445,3.03,22,168.8140426
St. Croix,BIRNM Lagoon,2018-07-12,6,1.5,16,5,Scarus vetula,IP,23,1,0.01445,3.03,23,193.1537705
St. Croix,BIRNM Lagoon,2018-07-12,6,1.5,16,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
St. Croix,BIRNM Lagoon,2018-07-12,6,1.5,16,5,Scarus vetula,TP,29,1,0.01445,3.03,29,389.8825346
St. Croix,BIRNM Lagoon,2018-07-12,6,1.5,16,5,Scarus vetula,IP,21,1,0.01445,3.03,21,146.6196945
St. Croix,BIRNM Lagoon,2018-07-12,7,3,20,5,Scarus vetula,IP,21,1,0.01445,3.03,21,146.6196945
St. Croix,BIRNM Lagoon,2018-07-12,7,3,20,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
St. Croix,BIRNM Lagoon,2018-07-12,7,3,20,5,Sparisoma viride,TP,28,1,0.025067,2.9214,28,423.4770059
St. Croix,BIRNM Lagoon,2018-07-12,7,3,20,5,Sparisoma viride,TP,30,1,0.025067,2.9214,30,518.0413119
St. Croix,BIRNM Lagoon,2018-07-12,8,2.4,20,5,Sparisoma viride,TP,30,1,0.025067,2.9214,30,518.0413119
St. Croix,BIRNM Lagoon,2018-07-12,8,2.4,20,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
St. Croix,BIRNM Lagoon,2018-07-12,8,2.4,20,5,Scarus vetula,TP,30,1,0.01445,3.03,30,432.0611815
St. Croix,BIRNM Lagoon,2018-07-12,8,2.4,20,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
St. Croix,BIRNM Lagoon,2018-07-12,8,2.4,20,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
St. Croix,BIRNM Lagoon,2018-07-12,9,2.4,17,5,Scarus vetula,TP,30,1,0.01445,3.03,30,432.0611815
St. Croix,BIRNM Lagoon,2018-07-12,9,2.4,17,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
St. Croix,BIRNM Lagoon,2018-07-12,9,2.4,17,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
St. Croix,BIRNM Lagoon,2018-07-12,10,1.5,17,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
St. Croix,BIRNM Lagoon,2018-07-12,10,1.5,17,5,Scarus vetula,IP,23,1,0.01445,3.03,23,193.1537705
St. Croix,BIRNM Lagoon,2018-07-12,11,2.1,18,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
St. Croix,BIRNM Lagoon,2018-07-12,11,2.1,18,5,Sparisoma viride,TP,27,1,0.025067,2.9214,27,380.7925663
St. Croix,BIRNM Lagoon,2018-07-12,11,2.1,18,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
St. Croix,BIRNM Lagoon,2018-07-12,11,2.1,18,5,Sparisoma viride,TP,30,1,0.025067,2.9214,30,518.0413119
St. Croix,Long Reef,2018-07-13,1,12.8,16,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
St. Croix,Long Reef,2018-07-13,2,13.4,19,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Long Reef,2018-07-13,3,13.1,17,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Long Reef,2018-07-13,4,13.7,17,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
St. Croix,Long Reef,2018-07-13,5,12.2,17,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Long Reef,2018-07-13,6,13.7,16,5,Scarus taeniopterus,TP,24,1,0.144378,2.3852,24,282.8660821
St. Croix,Long Reef,2018-07-13,7,12.2,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,Long Reef,2018-07-13,7,12.2,18,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
St. Croix,Long Reef,2018-07-13,8,10.4,17,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Long Reef,2018-07-13,9,10.1,19,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,Long Reef,2018-07-13,10,9.4,17,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
St. Croix,Long Reef,2018-07-13,11,9.4,20,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Long Reef,2018-07-13,12,9.4,18,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
St. Croix,Long Reef,2018-07-13,13,10.4,18,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Long Reef,2018-07-13,14,10.4,16,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Long Reef,2018-07-13,15,9.8,16,5,Scarus vetula,TP,27,1,0.01445,3.03,27,313.9786028
St. Croix,Long Reef,2018-07-13,15,9.8,16,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,Long Reef,2018-07-13,15,9.8,16,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
St. Croix,Long Reef,2018-07-13,15,9.8,16,5,Scarus vetula,TP,29,1,0.01445,3.03,29,389.8825346
St. Croix,Long Reef,2018-07-13,16,10.4,18,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
St. Croix,Long Reef,2018-07-13,16,10.4,18,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
St. Croix,Long Reef,2018-07-13,17,10.1,18,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Long Reef,2018-07-13,17,10.1,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,Long Reef,2018-07-13,17,10.1,18,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
St. Croix,Long Reef,2018-07-13,18,9.4,18,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Long Reef,2018-07-13,19,10.7,20,5,Scarus taeniopterus,IP,21,1,0.144378,2.3852,21,205.7114584
St. Croix,Long Reef,2018-07-13,20,10.1,20,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,Long Reef,2018-07-13,20,10.1,20,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Long Reef,2018-07-13,21,10.4,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
St. Croix,Long Reef,2018-07-13,22,8.2,20,5,Sparisoma viride,IP,21,1,0.025067,2.9214,21,182.7400791
St. Croix,Long Reef,2018-07-13,22,8.2,20,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,Long Reef,2018-07-13,22,8.2,20,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Long Reef,2018-07-13,22,8.2,20,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
St. Croix,Long Reef,2018-07-13,23,7.9,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,Long Reef,2018-07-13,24,7.6,17,5,Scarus taeniopterus,TP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Long Reef,2018-07-13,25,7,18,5,Scarus vetula,IP,21,1,0.01445,3.03,21,146.6196945
St. Croix,Long Reef,2018-07-13,25,7,18,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
St. Croix,Long Reef,2018-07-13,26,8.2,19,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Long Reef,2018-07-13,27,8.5,17,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
St. Croix,Long Reef,2018-07-13,27,8.5,17,5,Sparisoma viride,IP,17,1,0.025067,2.9214,17,98.56797625
St. Croix,Long Reef,2018-07-13,28,7.3,19,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
St. Croix,Long Reef,2018-07-13,29,7,19,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Long Reef,2018-07-13,30,7,20,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Cane Bay,2018-07-14,18,7.6,18,5,Scarus taeniopterus,IP,24,1,0.144378,2.3852,24,282.8660821
St. Croix,Cane Bay,2018-07-14,19,8.2,19,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
St. Croix,Cane Bay,2018-07-14,19,8.2,19,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
St. Croix,Cane Bay,2018-07-14,20,7.9,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,Cane Bay,2018-07-14,20,7.9,18,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
St. Croix,Cane Bay,2018-07-14,21,8.2,19,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Cane Bay,2018-07-14,21,8.2,19,5,Scarus taeniopterus,TP,24,1,0.144378,2.3852,24,282.8660821
St. Croix,Cane Bay,2018-07-14,21,8.2,19,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
St. Croix,Cane Bay,2018-07-14,21,8.2,19,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,Cane Bay,2018-07-14,22,8.5,17,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
St. Croix,Cane Bay,2018-07-14,23,7.3,19,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Cane Bay,2018-07-14,24,6.7,19,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,Cane Bay,2018-07-14,24,6.7,19,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
St. Croix,Cane Bay,2018-07-14,25,6.7,20,5,No major corallivores,NA,NA,0,NA,NA,NA,0
St. Croix,Cane Bay,2018-07-14,26,6.7,18,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
St. Croix,Cane Bay,2018-07-14,26,6.7,18,5,Scarus taeniopterus,IP,22,1,0.144378,2.3852,22,229.8516363
St. Croix,Cane Bay,2018-07-14,26,6.7,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,Cane Bay,2018-07-14,26,6.7,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,Cane Bay,2018-07-14,26,6.7,18,5,Scarus vetula,IP,23,1,0.01445,3.03,23,193.1537705
St. Croix,Cane Bay,2018-07-14,27,6.7,19,5,Scarus vetula,IP,18,1,0.01445,3.03,18,91.90593074
St. Croix,Cane Bay,2018-07-14,28,6.1,20,5,Scarus vetula,IP,17,1,0.01445,3.03,17,77.29084919
St. Croix,Cane Bay,2018-07-14,29,5.8,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
St. Croix,Cane Bay,2018-07-14,29,5.8,18,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
St. Croix,Cane Bay,2018-07-14,29,5.8,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,Cane Bay,2018-07-14,29,5.8,18,5,Scarus vetula,TP,31,1,0.01445,3.03,31,477.1926869
St. Croix,Cane Bay,2018-07-14,29,5.8,18,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
St. Croix,Cane Bay,2018-07-14,29,5.8,18,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
St. Croix,Cane Bay,2018-07-14,29,5.8,18,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
St. Croix,Cane Bay,2018-07-14,29,5.8,18,5,Scarus taeniopterus,IP,21,1,0.144378,2.3852,21,205.7114584
St. Croix,Cane Bay,2018-07-14,30,6.1,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,Cane Bay,2018-07-14,30,6.1,18,5,Sparisoma viride,IP,16,1,0.025067,2.9214,16,82.56927634
St. Croix,Cane Bay,2018-07-14,30,6.1,18,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
St. Croix,Cane Bay,2018-07-14,30,6.1,18,5,Scarus taeniopterus,TP,23,1,0.144378,2.3852,23,255.56081
St. Croix,Cane Bay,2018-07-14,31,5.2,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
St. Croix,Cane Bay,2018-07-14,31,5.2,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
St. Croix,Cane Bay,2018-07-14,31,5.2,18,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
St. Croix,Cane Bay,2018-07-14,32,5.2,17,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Cliff,2019-09-07,1,17.1,17,5,Scarus taeniopterus,IP,20,1,0.144378,2.3852,20,183.1124052
